record_id,source_organization,source_dataset,source_url,source_record_id,source_type,is_synthetic,date,site,industry_domain,report_type,activity,narrative_text,hazard,unsafe_act,unsafe_condition,barrier,barrier_status,potential_consequence,actual_outcome,sif_potential,sif_reason,life_saving_rule,injury_severity_actual,age,sex,naics_code,ingestion_date,schema_version,is_duplicate_group_id,is_empty_or_malformed,has_possible_pii
sif_guard_seed__OIL-00509,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00509,synthetic,True,2025-03-10,Site D - Jorajan,oil_and_gas,UA,Confined Space Entry,No standby/rescue personnel was posted while an operator entered the confined space to clear a blockage. Corrective action was raised on the spot.,Engulfment,UNKNOWN,UNKNOWN,Continuous atmosphere monitoring,Missing,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Confined Space,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00726,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00726,synthetic,True,2025-07-19,Site E - Barekuri Pipeline,oil_and_gas,UC,Lifting Operations,Rigging equipment tag was due for renewal within the week; flagged for scheduling. Corrected on the spot.,None identified,UNKNOWN,UNKNOWN,Competent rigger/banksman,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Safe Mechanical Lifting,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15480,False,False
sif_guard_seed__OIL-01085,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01085,synthetic,True,2026-03-29,Site A - Duliajan,oil_and_gas,UA,Lifting Operations,Rigging equipment tag was due for renewal within the week; flagged for scheduling. Corrected on the spot.,None identified,UNKNOWN,UNKNOWN,Load chart compliance,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Safe Mechanical Lifting,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15480,False,False
sif_guard_seed__OIL-00961,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00961,synthetic,True,2026-01-03,Site A - Duliajan,oil_and_gas,UA,Maintenance,Isolation tag on the hydraulic line was found slightly faded and needs replacement; work was not affected. Logged for routine follow-up.,None identified,UNKNOWN,UNKNOWN,Isolation verification,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Energy Isolation,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00634,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00634,synthetic,True,2025-05-25,Site E - Barekuri Pipeline,oil_and_gas,UC,Maintenance,Fire watch bucket was found half full of sand instead of full; topped up as per checklist. Logged for routine follow-up.,None identified,UNKNOWN,UNKNOWN,Gas testing (flammable atmosphere),Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Hot Work,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15415,False,False
sif_guard_seed__OIL-00637,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00637,synthetic,True,2025-05-29,Site D - Jorajan,oil_and_gas,UA,Hot Work,Fire watch bucket was found half full of sand instead of full; topped up as per checklist. Logged for routine follow-up.,None identified,UNKNOWN,UNKNOWN,Hot work permit,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Hot Work,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15415,False,False
sif_guard_seed__OIL-00798,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00798,synthetic,True,2025-09-09,Site E - Barekuri Pipeline,oil_and_gas,UA,Hot Work,Fire watch bucket was found half full of sand instead of full; topped up as per checklist. Logged for routine follow-up.,None identified,UNKNOWN,UNKNOWN,Fire extinguishing equipment on site,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Hot Work,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15415,False,False
sif_guard_seed__OIL-00800,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00800,synthetic,True,2025-09-12,Site C - Kumchai,oil_and_gas,UC,Hot Work,Fire watch bucket was found half full of sand instead of full; topped up as per checklist. Logged for routine follow-up.,None identified,UNKNOWN,UNKNOWN,Fire extinguishing equipment on site,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Hot Work,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15415,False,False
sif_guard_seed__OIL-01137,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01137,synthetic,True,2026-04-25,Site C - Kumchai,oil_and_gas,UA,Maintenance,Fire watch bucket was found half full of sand instead of full; topped up as per checklist. Logged for routine follow-up.,None identified,UNKNOWN,UNKNOWN,Fire watch,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Hot Work,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15415,False,False
sif_guard_seed__OIL-01163,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01163,synthetic,True,2026-05-15,Site D - Jorajan,oil_and_gas,UA,Hot Work,Fire watch bucket was found half full of sand instead of full; topped up as per checklist. Logged for routine follow-up.,None identified,UNKNOWN,UNKNOWN,Hot work permit,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Hot Work,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15415,False,False
sif_guard_seed__OIL-01319,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01319,synthetic,True,2026-08-30,Site A - Duliajan,oil_and_gas,UC,Maintenance,Fire watch bucket was found half full of sand instead of full; topped up as per checklist. Logged for routine follow-up.,None identified,UNKNOWN,UNKNOWN,Fire watch,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Hot Work,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15415,False,False
sif_guard_seed__OIL-00004,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00004,real_ihm_stefanini,False,2016-01-08,Real-Local_04,oil_and_gas,Incident,Mining,"Being 9:45 am. approximately in the Nv. 1880 CX-695 OB7, the personnel begins the task of unlocking the Soquet bolts of the BHB machine, when they were in the penultimate bolt they identified that the hexagonal head was worn, proceeding Mr. Cristóbal - Auxiliary assistant to climb to the platform to exert pressure with your hand on the ""DADO"" key, to prevent it from coming out of the bolt; in those moments two collaborators rotate with the lever in anti-clockwise direction, leaving the key of the bolt, hitting the palm of the left hand, causing the injury.",Others,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,No,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-01159,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01159,synthetic,True,2026-05-13,Site C - Kumchai,oil_and_gas,UA,Maintenance,A new joinee suggested better labeling for stationery cupboards in the office. No further action required.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00343,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00343,real_ihm_stefanini,False,2017-02-27,Real-Local_02,oil_and_gas,Incident,Mining,"When performing cleaning activity of the area near the 042-TC-06 - Grinding the employee was handling a block of triangular shaped rock measuring (b = 53cm x h = 42cm x e = 12cm). During the movement, he lost his balance by falling with the rock on the thumb of his left hand, injuring him.",Others,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00919,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00919,synthetic,True,2025-12-01,Site B - Moran,oil_and_gas,Near Miss,Housekeeping,An operator reported a flickering light in the break room; maintenance ticket raised. Noted during the daily safety walk.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-01133,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01133,synthetic,True,2026-04-23,Site C - Kumchai,oil_and_gas,UC,Maintenance,"A field engineer noted the LOTO log entry had a minor formatting error, corrected on the spot. Logged for routine follow-up.",None identified,UNKNOWN,UNKNOWN,Zero-energy check,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Energy Isolation,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00432,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00432,synthetic,True,2025-01-04,Site B - Moran,oil_and_gas,UC,Production Operations,Minor housekeeping issue observed near office area; walkway was cluttered with empty boxes. Addressed before the shift ended.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15457,False,False
sif_guard_seed__OIL-00766,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00766,synthetic,True,2025-08-21,Site B - Moran,oil_and_gas,UA,Production Operations,Minor housekeeping issue observed near office area; walkway was cluttered with empty boxes. Addressed before the shift ended.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15457,False,False
sif_guard_seed__OIL-00770,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00770,synthetic,True,2025-08-25,Site E - Barekuri Pipeline,oil_and_gas,Near Miss,Drilling Operations,Lift plan paperwork was completed but filed a day late; no impact on the lift itself. Addressed before the shift ended.,None identified,UNKNOWN,UNKNOWN,Load chart compliance,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Safe Mechanical Lifting,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00907,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00907,synthetic,True,2025-11-24,Site A - Duliajan,oil_and_gas,UA,Maintenance,A maintenance crew member suggested better labeling for stationery cupboards in the office. Corrected on the spot.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00896,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00896,synthetic,True,2025-11-15,Site D - Jorajan,oil_and_gas,UA,Production Operations,A rigger reported a flickering light in the break room; maintenance ticket raised. No further action required.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00351,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00351,real_ihm_stefanini,False,2017-03-09,Real-Local_03,oil_and_gas,Incident,Mining,"At Level 3970 (Before -100) When the F6M 801 license plate went from level 3570 to surface, when the pilot trying to locate his radio to answer a call from the concrete plant is distracted and crashes his vehicle against the left gable and the vehicle turns to the right side. When this happens, the copilot hits his right hand against a fragment of broken glass in the window on the right side of the vehicle.",Vehicles and Mobile Equipment,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Driving,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00456,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00456,synthetic,True,2025-01-18,Site B - Moran,oil_and_gas,UC,Housekeeping,Minor housekeeping: cables in the office area were not properly bundled.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15450,False,False
sif_guard_seed__OIL-00751,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00751,synthetic,True,2025-08-04,Site B - Moran,oil_and_gas,Near Miss,Maintenance,Minor housekeeping: cables in the office area were not properly bundled.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15450,False,False
sif_guard_seed__OIL-00900,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00900,synthetic,True,2025-11-18,Site D - Jorajan,oil_and_gas,UA,Production Operations,Minor housekeeping: cables in the office area were not properly bundled.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15450,False,False
sif_guard_seed__OIL-00987,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00987,synthetic,True,2026-01-22,Site D - Jorajan,oil_and_gas,UC,Maintenance,Minor housekeeping: cables in the office area were not properly bundled.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15450,False,False
sif_guard_seed__OIL-01054,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01054,synthetic,True,2026-03-08,Site D - Jorajan,oil_and_gas,UC,Housekeeping,Minor housekeeping: cables in the office area were not properly bundled.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15450,False,False
sif_guard_seed__OIL-01134,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01134,synthetic,True,2026-04-24,Site D - Jorajan,oil_and_gas,UC,Production Operations,Minor housekeeping: cables in the office area were not properly bundled.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15450,False,False
sif_guard_seed__OIL-01285,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01285,synthetic,True,2026-08-06,Site E - Barekuri Pipeline,oil_and_gas,UA,Production Operations,Minor housekeeping: cables in the office area were not properly bundled.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15450,False,False
sif_guard_seed__OIL-01298,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01298,synthetic,True,2026-08-16,Site D - Jorajan,oil_and_gas,UA,Housekeeping,A rigger suggested better labeling for stationery cupboards in the office. Addressed before the shift ended.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00025,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00025,real_ihm_stefanini,False,2016-02-14,Real-Local_06,oil_and_gas,Incident,Metals,"An operator of the G-2142 deslaminadora in section 75 was unlocking a sheet of zinc stuck so that it can enter the slide of the stacking table, for this requires the support of Mr. Mollares and this helps to hold the sheet to place it in the entry chute to the slide. At the moment of releasing the blade, it tilted and brushed Mr. Mollares's left leg. The collaborator went to the nearby eyewash for cleaning and immediately to the medical center.",Others,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,No,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00088,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00088,real_ihm_stefanini,False,2016-04-11,Real-Local_01,oil_and_gas,Incident,Mining,"Once the RB machine is lifted (weight 7 tn) at 15 cm from the floor level, the accidently proceeds to pull the RB machine with a key of 5 tons (maximum cap), to lay it on the floor, after advancing 70 cm horizontally, the anchor bolt (pig tail type, 5/8 ""diameter) to which the key was hooked, it breaks transversely, and with the pulling force, this key is projected onto the injured person's left shoulder causing the injury. - The injured was 1.50 meters from the key. - At the time of the incident, the assistant was 5 meters away doing order and cleaning",Others,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-01105,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01105,synthetic,True,2026-04-08,Site D - Jorajan,oil_and_gas,Near Miss,Working at Height,A new joinee climbed the hydraulic line structure without using fall protection equipment. Fortunately no one was in the immediate vicinity at the time.,Fall from height,UNKNOWN,UNKNOWN,Fall protection/harness,Failed,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Working at Height,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00705,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00705,synthetic,True,2025-07-04,Site D - Jorajan,oil_and_gas,UC,Maintenance,Hot work permit was signed but the copy at the site was slightly torn; replaced with new copy. Addressed before the shift ended.,None identified,UNKNOWN,UNKNOWN,Fire extinguishing equipment on site,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Hot Work,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15428,False,False
sif_guard_seed__OIL-01246,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01246,synthetic,True,2026-07-09,Site C - Kumchai,oil_and_gas,UC,Hot Work,Hot work permit was signed but the copy at the site was slightly torn; replaced with new copy. Addressed before the shift ended.,None identified,UNKNOWN,UNKNOWN,Hot work permit,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Hot Work,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15428,False,False
sif_guard_seed__OIL-00144,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00144,real_ihm_stefanini,False,2016-06-08,Real-Local_10,oil_and_gas,Incident,Others,"Project of Vazante that carried out sediment collection of current in the South of Mata target, in the drainage of Serra do Garrote. team that was composed of 04 members of the WCA company, being the S.r.s Leandro, and Jehovânio. they were moving from one collection point to another, inside a shallow drainage, they saw the bee carton, the reaction was to move away from the box as quickly as possible to avoid the stings, they ran about 50 meters, looking for a safe area, to exit the radius of attack of the bees, but the S.S. and Breno), were attacked and consequently they suffered 02 stings, in the belly and Jehovah in the hand, verified that there was no type of allergic reaction, returned with the normal activities.",Bees,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,No,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15477,False,False
sif_guard_seed__OIL-00145,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00145,real_ihm_stefanini,False,2016-06-08,Real-Local_10,oil_and_gas,Incident,Others,"Project of Vazante that carried out sediment collection of current in the South of Mata target, in the drainage of Serra do Garrote. team that was composed of 04 members of the WCA company, being the S.r.s Leandro, and Jehovânio. they were moving from one collection point to another, inside a shallow drainage, they saw the bee carton, the reaction was to move away from the box as quickly as possible to avoid the stings, they ran about 50 meters, looking for a safe area, to exit the radius of attack of the bees, but the S.S. and Breno), were attacked and consequently they suffered 02 stings, in the belly and Jehovah in the hand, verified that there was no type of allergic reaction, returned with the normal activities.",Others,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,No,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15477,False,False
sif_guard_seed__OIL-00472,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00472,synthetic,True,2025-02-02,Site A - Duliajan,oil_and_gas,UC,Maintenance,Isolation tag on the main isolation valve was found slightly faded and needs replacement; work was not affected.,None identified,UNKNOWN,UNKNOWN,Isolation certificate,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Energy Isolation,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-01161,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01161,synthetic,True,2026-05-14,Site E - Barekuri Pipeline,oil_and_gas,UA,Production Operations,"During maintenance, a new joinee started work on the hydraulic line before energy isolation was verified; the line was found still energized. This was flagged as a high-priority observation.",Stored/residual energy,UNKNOWN,UNKNOWN,Isolation certificate,Failed,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Energy Isolation,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00908,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00908,synthetic,True,2025-11-25,Site E - Barekuri Pipeline,oil_and_gas,UC,Production Operations,A rigger noted a squeaky door hinge in the changing room; lubricated same day.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15371,False,False
sif_guard_seed__OIL-01251,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01251,synthetic,True,2026-07-14,Site A - Duliajan,oil_and_gas,UA,Maintenance,A rigger noted a squeaky door hinge in the changing room; lubricated same day.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15371,False,False
sif_guard_seed__OIL-00383,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00383,real_ihm_stefanini,False,2017-04-28,Real-Local_05,oil_and_gas,Incident,Metals,"The employee reports that he performed his routine activities in the Foundry area when it was necessary to fit the last ZAMAC ingots of one of the packages. At this point, the ingot slipped and hit the back of his right foot, causing pain. The safety footwear worn by the employee has a steel toe and a metatarsal protector.",Others,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,No,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-01077,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01077,synthetic,True,2026-03-23,Site E - Barekuri Pipeline,oil_and_gas,Near Miss,Maintenance,A third-party worker noted a squeaky door hinge in the changing room; lubricated same day. Logged for routine follow-up.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00289,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00289,real_ihm_stefanini,False,2017-01-06,Real-Local_08,oil_and_gas,Incident,Metals,"During the preparation for the scaffolding activity, the employee was loading the pieces to the designated place where he had his finger pressed between the metal pieces that were being moved.",Pressed,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,No,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-01270,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01270,synthetic,True,2026-07-25,Site D - Jorajan,oil_and_gas,UC,Drilling Operations,Crane outriggers were not fully extended before a rigger began the lift. No injury occurred.,Load drop,UNKNOWN,UNKNOWN,Load chart compliance,Failed,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Safe Mechanical Lifting,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00895,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00895,synthetic,True,2025-11-14,Site C - Kumchai,oil_and_gas,UA,Excavation,A new joinee was standing directly beneath a suspended load during a lifting operation near the hydraulic line. Fortunately no one was in the immediate vicinity at the time.,Struck by falling/moving object,UNKNOWN,UNKNOWN,Signage,Missing,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Line of Fire,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-01219,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01219,synthetic,True,2026-06-23,Site C - Kumchai,oil_and_gas,UA,Maintenance,Isolation tag on the main isolation valve was found slightly faded and needs replacement; work was not affected. No further action required.,None identified,UNKNOWN,UNKNOWN,Zero-energy check,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Energy Isolation,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00471,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00471,synthetic,True,2025-01-31,Site A - Duliajan,oil_and_gas,UA,Scaffolding,A field engineer was working at height on scaffolding without a harness properly anchored. No injury occurred.,Fall from height,UNKNOWN,UNKNOWN,Fall protection/harness,Missing,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Working at Height,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
