report_id,date,site,activity,report_type,report_text,sif_potential,life_saving_rule,hazard,barrier,barrier_status,risk_level,source
OIL-00354,2017-03-10,Real-Local_03,Mining,Incident,"In the Nv. 2930 - Chamber of accumulation of aggregates: When the worker, made the cast of shotcrete towards the crown of the work, at 2:00 p.m. he perceives discomfort and fogging of the full face, then decides to take it off and chooses to use only his safety glasses for comfort to continue with the thrown shotcrete, at 3:45 p.m. suffers the projection of shotcrete rebound particles in the left eye.",Yes,Unmapped,Individual protection equipment,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00355,2017-03-15,Real-Local_10,Others,Incident,"Team of the VMS Project performed soil collection on the Xixás target with 3 members. When the teams were moving from one collection point to another, Mr. Fabio was ahead of the team, stinging behind Robson and Manoel da Silva. near the collection point were surprised by a swarm of bees that was inside a I play near the ground, with no visibility in the woods and no hissing noise. Fabio passed by the stump, but Robson and Manoel da Silva were attacked by the bees. Robson had a sting in his left arm over his uniform and Manoel da Silva had a prick in his lip as his screen ripped as he tangled in the branches during the escape.",No,Unmapped,Venomous Animals,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00356,2017-03-15,Real-Local_10,Others,Incident,"Team of the VMS Project performed soil collection on the Xixás target with 3 members. When the teams were moving from one collection point to another, Mr. Fabio was ahead of the team, stinging behind Robson and Manoel da Silva. near the collection point were surprised by a swarm of bees that was inside a I play near the ground, with no visibility in the woods and no hissing noise. Fabio passed by the stump, but Robson and Manoel da Silva were attacked by the bees. Robson had a sting in his left arm over his uniform and Manoel da Silva had a prick in his lip as his screen ripped as he tangled in the branches during the escape.",No,Unmapped,Venomous Animals,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00357,2017-03-15,Real-Local_08,Metals,Incident,"During the preparation for the solubilization activity of the sample in the chapel, the maid when moving the vial of nitric acid, the same detached from the doser, causing projection in the region of the face and upper limbs.",Yes,Unmapped,Chemical substances,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00358,2017-03-18,Real-Local_03,Mining,Incident,"During the activity of changing conveyor belt 11B feeding the primary mill No. 2; the mechanic entered the discharge chute (0.75 x 0.75 x 0.80 m.) to clean the material, at which time the automatic sampler (0.30 x 0.25 m) that was inside the chute was activated, trapping the mechanic at the height of the chest. At the time of the accident the mechanic was alone in the work area.",Yes,Energy Isolation,Power lock,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00359,2017-03-22,Real-Local_06,Metals,Incident,"Being approximately 20:57 hours of 03/22/2017; during the change of cables between the Z-332 power cell (locked cabinet) and the Z014 transformer; there is a loud noise followed by an oscillation of the electrical system. At that moment the collaborator Queneche of the company EISSA is found on the floor with his head inside an adjoining cell Z-132 (cabinet Not blocked - where he was not assigned to do any work), after having received an electric shock .",Yes,Energy Isolation,Power lock,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00360,2017-03-25,Real-Local_03,Mining,Incident,"When the Mixer 01 of the E.C.M INCIMMET S.A, moved by the positive south ramp, with direction to surface (Unicon concrete plant), at the height of the 3630 (Before 440), the operator observes that untimely lights and the engine go off, the control controls do not respond and the equipment starts to reverse. At 3 meters the operator jumps out of the cabin and at 20 meters the team hits the right gable and turns to its side left. In the area, in the circumstances of the event there was no presence of personnel or equipment that could have been affected.",Yes,Driving,Vehicles and Mobile Equipment,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00361,2017-03-25,Real-Local_10,Others,Incident,"The technician was doing the magnetometric survey when he stepped on a thorn. His reaction was to immediately retreat, losing his balance and so the magnetometer's antenna broke.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00362,2017-03-31,Real-Local_05,Metals,Incident,"Employee reports that he assisted the maintenance activity in Tower 09, in Electrolysis, when he stepped on the GRP grid (Polymer with Glass the floor moving, causing it to fall. The event took place in 3 stages: 1) Displacement and fall of the floor in the span when receiving the effort; 2) Employee fall to about 1.60m below the GRP floor, on the side of the gutter below the floor, supporting the structure; 3) Employee fall to the lower level, about 2.35m below the GRP floor.",Yes,Unmapped,Fall prevention,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00363,2017-04-04,Real-Local_05,Metals,Incident,"Employee reports that he was supervising an activity in the Ustulation, near the Ball when a projection of hot humped dust from the upper floor reached his cervical (""neck"" region), causing a first degree burn.",No,Unmapped,Chemical substances,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00364,2017-04-05,Real-Local_05,Metals,Incident,Employee performed the task of hoisting big-bags containing waelz oxide and after performing several hoistings the employee suffered a low-voltage electric shock when contacting the hoist when attaching the handle of a big-bag on it.,Yes,Line of Fire,Suspended Loads,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00365,2017-04-07,Real-Local_02,Mining,Incident,"Employee moved toward the structure of post 10, when it came to step in false, suffering twisting in the left ankle.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00366,2017-04-04,Real-Local_10,Others,Incident,"On 04/04/2017, around 13: 30hs, during the current sediment activity the collaborator Warley took a bee sting in the neck, the same was using the screen, but the bee entered the bottom of the screen . After the sting the team decided to leave the workplace due to the presence of other bees. The collaborator had no reaction and continued to work normally.",No,Unmapped,Venomous Animals,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00367,2017-04-06,Real-Local_06,Metals,Incident,"The industrial cleaning worker Cristian was performing the cleaning activity of the gutter, striking with a walls of the same, to remove the solid solution that is formed. In that At the moment the operator's hands slide and impact on the edge of the gutter, causing a blow on the little finger of the left hand.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00368,2017-04-07,Real-Local_03,Mining,Incident,"At level 3790 (formerly level -280), the hydraulic filling personnel performed the installation of 4 ""diameter HDPE pipe through the ventilation chimney with the help of a 4-yard scooptram that held and pushed the end of the pipe. pipe (100 meters in length). At that moment the pipe gets stuck on the edge of the chimney causing the pipe to form an arc at the height where the injured worker was, who signals with the light of his lamp to the operator of the scooptram to stop and when trying to retire from the line of fire, the worker loses balance by light contact with the pipe causing fall at the same level.",Yes,Unmapped,Fall prevention,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00369,2017-04-10,Real-Local_02,Mining,Incident,"Employee to perform painting of the floor of the fuel tank area, he needed cleaning, and by pouring water-thinner on the floor, the bucket slipped out of his hand and the mixture projected onto his left shoulder and lower lip, causing redness and burning.",No,Unmapped,Chemical substances,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00370,2017-04-08,Real-Local_10,Others,Incident,"During the execution of the soil sampling task at the Potions area, around 1:15 pm, Luis - WCA, was opening with a machete and was bitten by a wasp on the back of his right hand, the same was using at the time of the incident all the EPIs needed for activity. The employee was evaluated by the technician who found it to be a mild and localized swelling wound. The employee reported that he did not feel any pain and that he could continue the activity.",No,Unmapped,Venomous Animals,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00371,2017-04-11,Real-Local_03,Mining,Incident,"In the tower N ° 6 of the old 50 KV LT (disabled and de-energized and 90% dismantled) located in the city of Pasco, the last profiles of the base of the tower previously disassembled were cut, using oxyfuel equipment , at 11:45 am, the Proingcom security supervisor and the foreman, who were on the outside of the fenced area supervising the activity, indicate the stoppage of activities and evacuation to the refuge due to the orange alert indicated on the detector of storms. During the evacuation of the last 02 employees who were inside the fenced area, a loud sound was heard, provoking a fright, which caused the staff to throw themselves to the floor inside the area, then proceeded to leave the work area by his own means through the ladder. Apparently the loud sound would correspond to an electrical discharge in the cable guard that passes over the old towers.",Yes,Energy Isolation,Electrical Shock,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00372,2017-04-11,Real-Local_03,Mining,Incident,"In tower N ° 6 of the old 50 KV LT (disabled and de-energized and 90% disassembled) located in the city of Pasco, the cutting of the last profiles of the base of the tower previously disassembled was carried out, using oxyfuel equipment, at 11:45 a.m., the safety supervisor of Proingcom and the foreman, who were in the external part of the fenced area supervising the activity, indicate the paralysis of activities and evacuation to the refuge due to the orange alert indicated on the detector of storms. During the evacuation of the last 02 employees who were inside the fenced area, a loud sound was heard, provoking a scare, which caused the staff to throw themselves to the floor within the area, then proceeded to leave the work area by their own means through the staircase. Apparently the loud sound would correspond to an electrical discharge in the cable guard that passes over the old towers.",Yes,Energy Isolation,Electrical Shock,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00373,2017-04-11,Real-Local_07,Mining,Incident,"At the end of the concreting activity, the employee turned off the concrete, and when rolling the handle to make the return of the equipment warehouse the same bumped the tip of the mangote in the inferior lip causing hematoma.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00374,2017-04-13,Real-Local_01,Mining,Incident,"During the marking of the management points, the supervision and the breeders enter the work to carry out the ventilation inspection, for which the surveying work stops to turn on the fan and proceed with the air flow measurements. When the fan is turned on due to pressure, it breaks the fastening points of the toe and the sleeve falls to the floor generating a chicoteo from gable to gable, product of the chicoteo a fragment of the aggregate of the shocrete is projected on the face of the injured person producing the injury.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00375,2017-04-12,Real-Local_10,Others,Incident,"During the execution of the service of opening of pricked for the future works of IP, around 15:30, the employee Pedro second in the line of the equipment, was stung by a wasp in the right portion of the neck. The beetle, being of small size, was not seen by the employees in the bite, causing the employee's shock against the insects that were manifested. The employee used all the PPE's required for the activity to be developed. The bite occurred over the collar of the shirt and over the face shield. The technician responsible for performing the work evaluated the sting and, together with the injured employee, found that because it was a localized swelling and that there was no allergy, there would be no need to paralyze the activity, which it followed normally.",No,Unmapped,Venomous Animals,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00376,2017-04-23,Real-Local_04,Mining,Incident,"In moments that Mr. William carried out the inspection of the cut of the Block 781 Level 1850 OB6A, so that the loading platform could be realized, in instants that observed the drills positive radial ones that were covered and shotcreteados, he hears a noise from the upper part of the pit (detachments of banks at the center of the pit), to which Mr. William goes back to leave work, but his metatarsal boots makes contact with a rock that was on the floor which causes it to lose balance and stumble on the gable.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00377,2017-04-19,Real-Local_10,Others,Incident,"On 04/19/2017, the employee de Lima da Silva was composing the team of opening of bite to survey of IP. The team consisted of one mining technician and three assistants. When was moving in the bite he touched his left foot on a stump of Tucum that was on the ground covered with dry leaves of vegetation near drainage. When he felt the thorn piercing on his foot, he told the mining technician what had happened and the teammate removed the thorn that pierced the top of the boot. After removal of the spine the foot was washed and it was verified that there was no other injury. After the event the technician waxed the activity and returned to the city of Porangatu / GO. It was not necessary to take the employee to the health unit.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00378,2017-04-23,Real-Local_06,Metals,Incident,"Approx. 10:00 pm. Mr. Victor at the time he made a visual inspection of scaffolding, suffered a slight blow to the level of the right ear with the metallic extension of the chute of the conveyor chain.",No,Line of Fire,Projection,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00379,2017-04-25,Real-Local_10,Others,Incident,"During the execution of the soil sampling task, in the Potions area, around 3:00 pm Pablo was moving on the bite and was bitten by a right elbow wasp over the sleeve uniform. He was using at the time of the incident all the PPE needed for the activity. The employee was evaluated by the team who found it to be a mild injury with localized swelling. The employee reported that he did not feel any pain and that he could continue the activity.",No,Unmapped,Venomous Animals,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00380,2017-04-25,Real-Local_07,Mining,Incident,"ACTIVITY: front sanitation (slaughter of choco with scaller) LOCAL: underground mine, level 350 - front 45 Upper JKA The operator performed front sanitation when a rock block from the roof hit the equipment. The accident victim was promptly rescued by the unit's emergency brigade and transported to the outpatient clinic where he received the first care, and was then transferred to the Municipal of Paracatu.",Yes,Unmapped,remains of choco,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00381,2017-04-25,Real-Local_01,Mining,Incident,"Performing the cleaning of material (Mineral) that accumulates between the steel plate and the concrete base on which it rests; As shown in the photograph (steel plate thickness = 1/2 in.), in order to complete this cleaning, the workers decide to weld on the steel plate a support eyelet type and at the other end as a fixed point and fastening a pin helical (support), in such a way to lift the plate with the help of a key and remove all the accumulated material. In the instant that they were pulling the chain of the tecla, the injured one had his left hand resting on the concrete wall (the line of fire), product of the tension exerted by the tecle, the helical bolt breaks and the chain lashes on the index finger generating the injury. At the time of the accident, the accident victim used all his epps, including his gloves.",Yes,Unmapped,Pressed,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00382,2017-04-24,Real-Local_03,Mining,Incident,"In circumstances that Mr. Efraín OSORIO FELIX - Mina 2nd. He entered the interior of Pocket 2 at level 2865 (Before -1205). It activated the compressed air gun that is installed in the lower part of the structure with a nozzle that communicates the air lung with the internal part of the pocket, projecting a violent flow of air that blows the left leg of the worker and generates a stun by the noise produced.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00383,2017-04-28,Real-Local_05,Metals,Incident,"The employee reports that he performed his routine activities in the Foundry area when it was necessary to fit the last ZAMAC ingots of one of the packages. At this point, the ingot slipped and hit the back of his right foot, causing pain. The safety footwear worn by the employee has a steel toe and a metatarsal protector.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00384,2017-04-29,Real-Local_02,Mining,Incident,The employee used a lever to remove the sealing ring from the front tire of the wheel loader (LHD 05) when the lever came to release from the fulcrum in the ring and press the left ring finger against the loader shell causing traumatism at the tip of the said finger.,No,Unmapped,Manual Tools,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00385,2017-04-30,Real-Local_05,Metals,Incident,"The employee reports that he performed his routine activities in the area of ​​Electrolysis when, when trying to position one of the cathode sheets on the easel, it hit his sleeve and caused a cut in the same and superficially in the left hand.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00386,2017-05-05,Real-Local_02,Mining,Incident,"Employee was engaged in adjusting metallic shapes using a tether, and striking the shape, the tether cable hit the lifeline, projecting its hand into the metal structure of the shape, causing a superficial injury to the ring finger of the right hand.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00387,2017-05-06,Real-Local_01,Mining,Incident,"In Circumstances that the staff was performing the rhyming of caving HW, the 1.5 m HW pipe was suspended Approximately 5 cm from the floor, the assistant placed the stilson key No. 36 on the HW pipe to fit the pipe at a height of 10 cm from the base of the rod holder, which the operator operates the chuck to slide this back, causing the pipe to slide causing the tip of the fourth finger of the assistant's right hand to be caught between the stilson key and the base of the rod holder. At the time of the event the collaborator used all his Epps.",Yes,Unmapped,Manual Tools,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00388,2017-05-06,Real-Local_07,Mining,Incident,"The employees Márcio and Sérgio performed the pump pipe clearing activity FZ1.031.4 and during the removal of the suction spool flange bolts, there was projection of pulp over them causing injuries.",Yes,Line of Fire,Projection,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00389,2017-05-06,Real-Local_07,Mining,Incident,"The employees Márcio and Sérgio performed the pump pipe clearing activity FZ1.031.4 and during the removal of the suction spool flange bolts, there was projection of pulp over them causing injuries.",Yes,Line of Fire,Projection,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00390,2017-05-10,Real-Local_04,Mining,Incident,"When performing shotcrete casting for resane on Cruise 791 Nv. 1940 at 02:50 p.m. approximately, the operator was placed on the left side of the equipment and started the release of 02 cubic meters, at that time decided to paralyze the task for a few minutes due to a leak of water in the roof box that did not allow the adhesion of the shotcrete to the rock (setting). When restarting the shotcrete launch the operator that was on the left side moved to the right side of the equipment, while the assistant and the operator mixkret to see that there was no pumping went to verify what happened and when they returned they realized that the operator was not, so they assume that he had fallen down the chimney, they left the job to ask for help immediately. The emergency response brigade and the medical service are activated, who verify the death of the collaborator. The accident investigation begins.",Yes,Working at Height,Fall,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00391,2017-05-16,Real-Local_05,Metals,Incident,"The maid was handling a pipette for sample preparation for chemical analysis, while trying to place it on the three-way pear, the pipette came to break causing a superficial cut in her right hand.",No,Unmapped,Cut,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00392,2017-05-16,Real-Local_03,Mining,Incident,"In the area of ​​machine tools of the Maestranza the mechanic (injured) was operating the bench drill drilling a metal jacket of 25 ""x 26"" x 3/4 ""(lining) to install in the Skip; this moment he was accompanied by the mechanic Albino who manipulated the jacket and directed the maneuvers on the right side of the drill. Mr. Albino tells him to stop the drill to verify the depth of the drill, Luis lifts the Chuck and Albino pulls the iron and verifies that everything is fine and communicates that they will restart with the drilling of the other holes. that moment, the victim without apparent reason crosses his left arm with the drill on and is caught by the drill in his work clothes causing the injury described.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00393,2017-05-16,Real-Local_12,Others,Incident,"The employee, as he passed the corner of the front door for not seeing the virdro, had a slight swelling in the frontal region due to the closing of the glass door.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00394,2017-05-17,Real-Local_07,Mining,Incident,"ACTIVITY: maintenance on scaller 07 - breaker arm extension cylinder LOCAL: underground mine (level 316) During the removal of the cylinder from the scaller arm, when releasing the fixing pin the cylinder ""came down"" and bumped into the tool used to press his hand between the tool and the structure of the equipment.",No,Unmapped,Cut,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00395,2017-05-18,Real-Local_06,Metals,Incident,"Being 10:20 hours on 05/18/2017; At the end of the concentrate truck cleaning, the driver is instructed to close the gate; At that moment, Mr. Carlos who was in the back of the vehicle, reported having an injury to his left hand. He is transferred to the medical center for his attention and later evacuation to the clinic.",Yes,Unmapped,Pressed,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00396,2017-05-19,Real-Local_06,Metals,Incident,"At 04:00 h on 05/19/17, the mechanic on duty of section 40 Antonio is observed in the activity of withdrawal check out of POM D071, at this moment he is impacted by a pulp of the line of discharge stuck, causing irritation in the right part of the neck and ear. The mechanic is referred to the medical center for evaluation.",No,Line of Fire,Projection,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00397,2017-05-23,Real-Local_04,Mining,Incident,"In moments when the 02 collaborators carried out the inspection of the conveyor belt No. 3 from the tail pulley when they were at the height of the load polymer No. 372, the Maslucan collaborator heard a noise where note that the belt was moving towards the tail pulley, 4 ""fragmentos mineral fragments are projected towards the access of the ramp impacting the 2 collaborators, being evacuated to the medical post.",Yes,Line of Fire,Projection of fragments,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00398,2017-05-23,Real-Local_04,Mining,Incident,"In moments when the 02 collaborators carried out the inspection of the conveyor belt No. 3 from the tail pulley when they were at the height of the load polymer No. 372, the Maslucan collaborator heard a noise where note that the belt was moving towards the tail pulley, 4 ""fragmentos mineral fragments are projected towards the access of the ramp impacting the 2 collaborators, being evacuated to the medical post.",Yes,Line of Fire,Projection of fragments,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00399,2017-05-23,Real-Local_03,Mining,Incident,"In circumstances that the worker was walking along the straight line of level 2790, step on a rock of approximately 10 cm x 5 cm, bending the right ankle, which caused the injury described. After the event occurred, the worker decided not to report the accident because he did not feel pain, at 3:30 p.m. approximately, he begins to feel discomfort when walking and progressive mild pain in the ankle, in that moment he communicates the event.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00400,2017-05-30,Real-Local_12,Others,Incident,"Upon entering the building, the maid slipped and fell just behind the automatic door, in front of the entry mat. The floor was wet and slippery.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00401,2017-06-04,Real-Local_05,Metals,Incident,Employee reports that when trying to unlock a cathodic sheet with the digger the same did not realize that the blade was pressed so that the cable projected and hit his face.,Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00402,2017-06-09,Real-Local_03,Mining,Incident,"At Level 2930 in the guide wire chamber, during the preparation activity of mix for the shocrete the worker performs the emptying of a bag of cement towards a bucket to complete the dosage, at that moment the dust generated by the cement enters by the lower part of the lenses to the left eye causing irritation.",Yes,Line of Fire,Projection,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00403,2017-06-09,Real-Local_06,Metals,Incident,"Mr. Emerson was moving trays; when climbing the staircase that gives access to the former dining room and finding himself on the last step, he slips and falls to the floor; supporting the body forward, suffering blows to the right knee with the floor, as well as in the nose with the metal trays it was carrying, causing a cut in the nose and ematoma in the knee.",No,Working at Height,Fall,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00404,2017-06-11,Real-Local_04,Mining,Incident,"In circumstances that the worker prepared food in the electric pot, by not ensuring the lid falls on his head causing the injury described.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00405,2017-06-11,Real-Local_04,Mining,Incident,"In circumstances where the worker and two partners were placing a killer bomb in the basket of a Manitou team, the bomb hits the index finger of the right hand against the basket.",No,Unmapped,Pressed,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00406,2017-06-11,Real-Local_06,Metals,Incident,"Approx. 18:40 hours, Mr. Luis maintenance team of mobile equipment, adjusted a bolt of the front loader J005A, at which time his face is impacted by the key used for this activity, producing a slight cut in the surface of the face. He is transferred to the medical service, attended and registered.",No,Unmapped,Cut,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00407,2017-06-11,Real-Local_01,Mining,Incident,"In circumstances that the driver of the plate truck W5K-915 of the E.E. IMPROMEC, went from the garit plant chicrin to Nv.3420, after entering an internal mine in the area of ​​Santa where 200 m. approx. from the old dining room, stops the vehicle and informs the co-pilot that he can no longer drive, for which he turns off the vehicle and when trying to get off the van loses his balance and falls on his own seat, complaining intense pain in the lumbar area, citing pain due to overexertion due to routine activity (evacuation of residual oil and solid waste cylinders) that they previously performed. The collaborator at the time of the event used their corresponding EPPS.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00408,2017-06-14,Real-Local_02,Mining,Incident,"The employee performed insertion and adjustment of the joint in the blind flange of a 54 ""tubing, when one of the wedges shifted, causing movement in the flange, causing the 3rd and 4th fingers of the left hand to be pressed.",Yes,Unmapped,Pressed,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00409,2017-06-15,Real-Local_03,Mining,Incident,"The convoy of the locomotive 15 operated by Mr. Tito is located in hopper OP2 positioning the 1st car under the hopper, the assistant does not observe anything out of the ordinary (dry load there is no presence of water) and initiates the chute, for this, the hydraulic module of the hopper is switched on and with the controls it slightly moves the hopper handle and an untimely flow of water and mud splashes the operator generating the described injury, in addition the collaborator was 7 meters from the line of fire",Yes,Line of Fire,Projection,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00410,2017-06-17,Real-Local_03,Mining,Incident,"When the Master additive was taken from the AFO-755 license plate towards the launching team No. 26, the collaborator Bonifacio (robot assistant) at the moment he received the bucket emptiness of the operator Enoc feels that he drops a drop of additive in the right eye, feeling a burning sensation, so he immediately goes to wash the affected eye in the team's eyes, then the collaborator is evacuated to NATCLAR. At the time of the accident, the employee had glasses, but he was not using them correctly.",Yes,Line of Fire,Projection,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00411,2017-06-18,Real-Local_04,Mining,Incident,"Being 9:40 a.m. The driver of the AEQ-819 plate dump truck (35 Ton) was heading to the loading area Nv.1850, OB5, Tj 007, Bp.105, parking and proceeding with the ore loading with the scoop (11 ydrs) , at that moment, lift the first scoop towards the hopper and a large bank falls, causing the tipper to shake violently and the operator to be hit with the gear lever, communicate with the supervisor and evacuated to the medical center .",Yes,Unmapped,remains of choco,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00412,2017-06-24,Real-Local_01,Mining,Incident,"The injured and his collaborators at the time of making the 4 ""HDPE pipe, which was to be used for hydraulic filling, is released, causing one of the ends of the pipe to impact on the lip, causing an injury . Apparently the support 1 deconcentrates and releases a little the pipe, this action generates that the pipe presented with the rubber of the victaúlica copla, is released generating the impact previously described. The pipe was empty without hydraulic load.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00413,2017-06-20,Real-Local_01,Mining,Incident,"In circumstance, the AHK-903 license plate (Empresa which serves the supervision of CMA, carried out the field inspections in the upper bank 4288, when unexpectedly when climbing through the operational access (positive ramp), It slides in an excavated area of ​​approximately 3 meters high, remaining in position with the front part on the floor. The occupants of the vehicle made use of the safety belt and all the complete epps.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00414,2017-06-20,Real-Local_01,Mining,Incident,"In circumstance, the AHK-903 license plate (Empresa which serves the supervision of CMA, carried out the field inspections in the upper bank 4288, when unexpectedly when climbing through the operational access (positive ramp), It slides in an excavated area of ​​approximately 3 meters high, remaining in position with the front part on the floor. The occupants of the vehicle made use of the safety belt and all the complete epps.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00415,2017-06-24,Real-Local_03,Mining,Incident,"On the surface, Comedor the worker of the company C & C made the cut of lemon at that time imprisoned the knife generating a movement and impacting on the first finger of the left hand causing a slight cut.",No,Unmapped,Cut,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00416,2017-06-23,Real-Local_05,Metals,Incident,"Employee reports that by removing the zinc sheet from the cathode to take it to the easel, it slipped from his hand, fell and hit his left foot.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00417,2017-06-19,Real-Local_10,Others,Incident,"During the execution of the task of assembling the box of testimony boxes, in the area of ​​Bonsucesso, around 10:40 am Orlando research driller - GEOSOL, trying to fit two parts of the trestles, a third piece fell on his hand, which was on the piece he held, causing a small trauma to his left thumb. The employee was referred to São Lucas hospital - Paracatu LTDA and attended and released without leaving work soon after.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00418,2017-06-22,Real-Local_10,Others,Incident,"The technician was returning from his activities on the bite, when he stepped on a loose rock over a sloping region. She released herself unbalancing the employee who stepped on false, twisting her ankle.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00419,2017-06-22,Real-Local_10,Others,Incident,"During the field activity in the AMG project, target São Luiz, the reconnaissance team was boarding the car, which was parked with the windows closed. When they entered the Mr. Paulo putting the seat belt inside the vehicle, pressed a wasp between the shoulder and the neck, causing a sting. It is believed that, possibly, the bee was nailed to the clothes because the car was properly closed.",No,Unmapped,Venomous Animals,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00420,2017-06-29,Real-Local_02,Mining,Incident,"After maintenance on Boltec 03 at level 285 GTS of Rampa XXX, the mechanic and operator of the equipment performed tests on the equipment magazine. When the magazine carousel was turned on, the operator had his left middle finger pressed against the equipment frame.",No,Unmapped,Pressed,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
